"Delivery Start Date","고객 이름","Order No","Order Create Date",상품명,SKU,"Order Money",수량,결제방법,세금,"Refund Date","Refund Money"
"2024. 6. 14. 오후 3:11:43","1_능두네김포운양점 _H",3000001237,"2024. 6. 14. 오후 3:06:05",칠리페이스트(추하생),1616639409,"₩91,200.00",1,"Tosspayments 가상 계좌","₩8,290.91",,₩0.00
"2024. 6. 14. 오후 3:11:43","1_능두네김포운양점 _H",3000001237,"2024. 6. 14. 오후 3:06:05","코코넛슈가 봉지",1663230216,"₩30,000.00",1,"Tosspayments 가상 계좌","₩2,727.27",,₩0.00
"2024. 6. 14. 오후 3:11:43","1_능두네김포운양점 _H",3000001237,"2024. 6. 14. 오후 3:06:05",티파로스(TIPAROT),00000767,"₩86,400.00",4,"Tosspayments 가상 계좌","₩7,854.56",,₩0.00
"2024. 6. 14. 오후 3:11:43","1_능두네김포운양점 _H",3000001237,"2024. 6. 14. 오후 3:06:05","씨유담(블랙소이)(CHEE AIW DAM)",00003055,"₩68,400.00",3,"Tosspayments 가상 계좌","₩6,218.19",,₩0.00
"2024. 6. 14. 오후 3:11:43","1_능두네김포운양점 _H",3000001237,"2024. 6. 14. 오후 3:06:05",로띠무(대)(ROTDEEMOO-400G),00000142,"₩66,000.00",1,"Tosspayments 가상 계좌","₩6,000.00",,₩0.00
"2024. 6. 14. 오후 3:11:43","1_능두네김포운양점 _H",3000001237,"2024. 6. 14. 오후 3:06:05","씨유카오(씬소이소스)(대)(CHEE EIW KAW)",00001143,"₩44,400.00",1,"Tosspayments 가상 계좌","₩4,036.36",,₩0.00
"2024. 6. 14. 오후 3:11:43","1_능두네김포운양점 _H",3000001237,"2024. 6. 14. 오후 3:06:05",팟타이소스(PANTHAI),1616639112,"₩62,400.00",2,"Tosspayments 가상 계좌","₩5,672.72",,₩0.00
"2024. 6. 14. 오후 3:11:43","1_능두네김포운양점 _H",3000001237,"2024. 6. 14. 오후 3:06:05",숏부카오통(그린캡)(대)(SAUCEPUKAOTONG),00000409,"₩50,400.00",1,"Tosspayments 가상 계좌","₩4,581.82",,₩0.00
"2024. 6. 14. 오후 3:11:43","1_능두네김포운양점 _H",3000001237,"2024. 6. 14. 오후 3:06:05",태국연유(카네이션)(CARNATION),00001213,"₩86,400.00",1,"Tosspayments 가상 계좌","₩7,854.55",,₩0.00
"2024. 6. 14. 오후 2:20:59","1_ 창타이누들 _H",3000001236,"2024. 6. 14. 오후 2:09:10","씨유담완(스윗블랙소이)(특대)(CHEE AIW DAM WAN)",00001070,"₩63,000.00",1,"Tosspayments 신용카드","₩5,727.27",,₩0.00
"2024. 6. 14. 오후 2:20:59","1_ 창타이누들 _H",3000001236,"2024. 6. 14. 오후 2:09:10",숏부카오통(그린캡)(대)(SAUCEPUKAOTONG),00000409,"₩50,400.00",1,"Tosspayments 신용카드","₩4,581.82",,₩0.00
"2024. 6. 14. 오후 2:20:59","1_ 창타이누들 _H",3000001236,"2024. 6. 14. 오후 2:09:10","굴소스(대)(NAMMANHOI YAI)",00000956,"₩44,400.00",1,"Tosspayments 신용카드","₩4,036.36",,₩0.00
"2024. 6. 14. 오후 2:20:59","1_ 창타이누들 _H",3000001236,"2024. 6. 14. 오후 2:09:10",로띠무(대)(ROTDEEMOO-400G),00000143,"₩18,500.00",1,"Tosspayments 신용카드","₩1,681.82",,₩0.00
"2024. 6. 14. 오후 1:40:59","1_ 아시아마트외동 _H",3000001235,"2024. 6. 14. 오후 1:33:58","깍무(PORK CHICHARON)",00001592,"₩22,500.00",5,"Tosspayments 가상 계좌","₩2,045.45",,₩0.00
"2024. 6. 14. 오후 1:40:59","1_ 아시아마트외동 _H",3000001235,"2024. 6. 14. 오후 1:33:58",스P-칠리피세스(WIZAYA)(大),1683595256,"₩19,200.00",4,"Tosspayments 가상 계좌",₩0.00,,₩0.00
"2024. 6. 14. 오후 1:40:59","1_ 아시아마트외동 _H",3000001235,"2024. 6. 14. 오후 1:33:58","플라라남파 피쉬소스(24)(PLARA FISH SAUCE)",00002519,"₩7,600.00",2,"Tosspayments 가상 계좌",₩0.00,,₩0.00
"2024. 6. 14. 오후 1:40:59","1_ 아시아마트외동 _H",3000001235,"2024. 6. 14. 오후 1:33:58",소야빈딥핑소스,1679031665,"₩6,400.00",2,"Tosspayments 가상 계좌",₩581.82,,₩0.00
